audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,73,98072.29,98088.787
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,71,98264.216,98277.552
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,98904.034,98916.134
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,71,99061.163,99078.678
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,73,99264.252,99281.149
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,70,100510.073,100525.807
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,68,101510.509,101526.389
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,69,101645.379,101662.021
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,70,101834.107,101851.985
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,70,102127.232,102144.855
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,102380.945,102398.896
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,75,102600.836,102617.588
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,74,102869.819,102886.534
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,74,103378.794,103395.691
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,75,104728.831,104744.746
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,105696.36,105707.951
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,88,74,105944.07,105959.15
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,75,108320.182,108335.226
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,75,108444.579,108460.386
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,109201.2,109217.515
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,74,110222.944,110238.75
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,110713.671,110727.006
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,78,110839.412,110854.528
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,111482.726,111498.787
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,69,111671.963,111688.496
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,111800.8,111814.245
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,70,112112.145,112127.733
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,67,112347.123,112364.201
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,112512.217,112528.896
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,69,112641.6,112654.099
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,69,112767.995,112784.31
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,68,112882.835,112897.152
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,67,113063.816,113079.586
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,76,113092.181,113110.858
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,69,113253.671,113268.714
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,69,113380.727,113397.152
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,98,68,113503.525,113521.912
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,68,113639.783,113656.388
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,68,113762.908,113773.809
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,97,72,113938.758,113954.128
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,72,114065.088,114080.713
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,114263.925,114275.553
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,114602.29,114614.826
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,73,115318.176,115334.746
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,74,115378.758,115394.601
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,73,115562.217,115580.531
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,73,115726.106,115744.129
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,88,73,115862.762,115880.313
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,71,115994.797,116011.657
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,69,116149.783,116166.352
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,75,116572.508,116590.749
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,73,117074.397,117092.784
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,97,69,117266.287,117283.838
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,68,117396.759,117416.09
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,96,67,117576.723,117595.146
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,96,73,117703.743,117721.149
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,73,117823.344,117837.624
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,100,72,117837.522,117855.182
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,71,118004.724,118023.074
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,74,118229.23,118246.781
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,71,118451.018,118469.223
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,69,118689.674,118707.043
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,70,118934.179,118952.638
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,74,119588.976,119607.144
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,99,70,119718.249,119737.617
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,119911.418,119931.294
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,120086.687,120106.236
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,70,120300.037,120318.424
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,70,120430.691,120449.877
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,76,120820.982,120835.335
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,74,121021.999,121040.931
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,122434.288,122451.984
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,68,122761.926,122777.661
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,74,122905.269,122922.638
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,69,123072.472,123089.187
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,70,123535.051,123548.205
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,123713.271,123730.495
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,71,123925.342,123943.583
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,75,124384.761,124401.73
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,71,126199.484,126213.765
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,72,126409.375,126426.454
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,74,131543.707,131560.35
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,74,134154.072,134170.896
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,71,134488.505,134502.095
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,77,134564.762,134579.007
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,78,135602.546,135617.589
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,73,135854.726,135869.697
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,136352.582,136370.169
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,73,137351.528,137370.605
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,75,137875.889,137894.929
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,69,137956.761,137973.657
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,138022.836,138041.405
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,73,138146.906,138166.637
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,74,138431.528,138445.918
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,75,138571.892,138591.186
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,140157.306,140174.166
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,140417.197,140433.621
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,72,140675.889,140691.586
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,75,141475.889,141490.169
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,74,142219.45,142235.184
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,75,142556.979,142574.856
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,74,142915.852,142932.677
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,144680.358,144697.873
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,144804.544,144819.479
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,144882.001,144899.479
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,74,145016.216,145033.73
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,78,145045.671,145061.55
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,74,145504.217,145523.403
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,73,145607.124,145624.784
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,73,147583.527,147600.133
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,75,147799.232,147815.983
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,75,147815.78,147831.731
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,148141.121,148159.399
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,71,148206.979,148224.566
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,75,148271.267,148290.387
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,75,148395.307,148414.239
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,72,148520.867,148536.71
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,75,148595.235,148614.602
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,70,148646.615,148663.149
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,70,148879.195,148899.108
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,76,148971.238,148990.787
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,69,149601.892,149620.46
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,74,150489.232,150505.329
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,67,150583.963,150596.063
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,151170.576,151188.89
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,75,151276.325,151292.131
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,70,151468.687,151488.127
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,70,151625.38,151644.82
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,71,151769.813,151788.999
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,69,151914.362,151931.259
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,152225.017,152245.002
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,77,152267.923,152283.984
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,75,152502.582,152519.37
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,73,152581.056,152601.913
