audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,54,37,292641.609,292643.363
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,D,71,39,292654.965,292659.405
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,D,68,40,292685.511,292689.593
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,D,75,36,292762.862,292766.836
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,D,76,45,292780.514,292785.205
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,70,53,321022.821,321024.002
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,67,48,321028.407,321029.588
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,77,49,321034.028,321035.21
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,70,51,321039.399,321040.724
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,67,48,321043.373,321044.519
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,72,55,321048.458,321049.783
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,62,37,322683.394,322686.366
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121030_215730.d100.x.wav,40Hz,49,32,338981.164,338982.882
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,40Hz,65,48,26263.987,26264.918
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,52,28,48564.847,48567.353
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,64,35,49235.036,49238.187
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,40Hz,70,54,59034.606,59035.752
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,40Hz,61,47,167847.184,167848.939
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,71,46,172207.325,172210.082
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,71,39,172314.522,172317.1
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,72,28,242988.713,242991.864
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,72,26,243062.939,243066.483
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,68,21,243072.964,243076.474
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,73,28,244943.238,244947.033
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,78,28,244949.146,244953.264
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,84,34,335735.181,335739.299
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\CINMS19B_d06_121104_134730.d100.x.wav,D,76,24,336310.302,336314.491
