audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,69,36,2937.953,2941.311
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,71,27,2953.461,2958.529
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,63,35,3039.357,3042.837
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,73,51,4845.131,4847.452
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,65,29,5913.374,5917.281
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,94,61,6181.163,6184.582
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,91,45,6635.328,6636.915
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,115,50,8004.73,8006.989
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,112,48,8297.098,8298.991
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,88,64,8304.46,8306.719
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,78,46,8485.856,8487.565
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,75,39,9017.709,9019.54
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,95,49,8471.42,8474.107
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,81,39,9100.151,9102.105
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,77,49,9131.228,9132.937
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,81,38,9660.395,9662.532
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,110,38,9845.158,9847.112
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,79,48,9982.777,9984.425
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,93,74,10372.362,10389.58
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,93,74,10372.362,10389.58
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,88,38,10628.21,10630.347
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,82,36,10786.989,10789.187
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,104,34,11312.972,11315.659
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,89,77,11398.869,11414.56
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,83,26,11802.995,11805.864
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,91,76,12043.387,12058.467
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,B NE Pacific,52,13,12091.481,12113.095
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,B NE Pacific,52,13,12235.755,12253.828
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,B NE Pacific,67,13,12319.785,12338.712
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,91,78,12361.922,12371.446
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,B NE Pacific,66,13,12415.476,12433.182
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,76,32,12441.372,12444.058
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,80,30,12869.824,12872.266
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,95,51,12830.261,12832.275
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,89,78,13036.33,13048.725
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,81,41,13109.431,13111.507
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,B NE Pacific,66,12,13081.529,13101.799
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,B NE Pacific,70,13,13130.47,13142.742
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,90,73,13181.86,13195.231
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,78,46,13234.377,13235.964
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,88,51,13241.154,13242.863
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,109,48,13360.212,13362.349
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,93,33,13413.191,13414.961
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,105,38,13478.319,13480.212
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,86,44,13576.671,13578.442
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,85,39,13611.289,13613.243
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,110,41,13754.499,13756.819
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,34,19,13856.243,13858.563
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,35,18,13890.129,13892.205
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,79,39,13964.364,13966.196
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,86,55,14119.968,14121.555
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,54,27,14161.154,14165.672
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,91,41,14179.297,14181.311
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,70,45,14335.023,14336.671
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,94,49,14396.697,14398.528
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,32,20,14380.334,14381.983
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,32,20,14397.185,14399.078
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,91,58,14415.624,14416.967
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,97,57,14495.415,14496.819
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,89,43,14600.151,14601.922
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,95,56,14747.233,14748.882
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,79,38,14780.238,14781.948
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,94,45,14892.702,14895.022
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,90,43,15021.677,15023.753
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,75,43,15162.044,15164.303
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,98,59,15601.006,15602.838
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,93,40,15792.336,15794.778
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,33,18,16088.088,16091.324
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,33,18,16105.428,16107.381
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,31,20,16121.398,16123.352
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,33,19,16202.803,16204.634
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,20Hz,33,20,16221.86,16223.326
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,76,53,16220.7,16222.227
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,46,19,17106.074,17111.569
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,69,31,17850.261,17854.656
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,71,27,17859.48,17863.57
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,87,44,17891.106,17895.075
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,87,45,17926.414,17929.955
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,B NE Pacific,51,12,19429.101,19440.64
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,B NE Pacific,68,12,19723.666,19735.267
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,65,35,21442.41,21444.303
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,69,39,23751.786,23753.374
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,93,46,24029.833,24032.153
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,86,35,24039.846,24042.41
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,74,39,24047.722,24049.675
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,82,39,24100.273,24103.509
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,81,53,24818.04,24822.375
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,90,77,25207.844,25222.009
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,92,76,27787.329,27802.41
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,88,59,28795.328,28797.342
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,95,61,29072.362,29074.621
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,88,60,29268.001,29269.65
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,87,60,29484.399,29485.986
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,88,55,29679.235,29681.128
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,76,34,29845.524,29849.492
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,83,23,29884.669,29889.187
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,88,40,29921.799,29924.669
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,84,44,29961.398,29963.963
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,80,39,29980.116,29982.924
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,75,28,29990.8,29995.074
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,97,42,30022.933,30025.864
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,75,26,30032.763,30037.587
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,89,35,30043.448,30046.806
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,80,27,30103.204,30106.317
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,79,39,30126.588,30130.923
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,75,33,30133.67,30137.7
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,106,32,30165.158,30168.333
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,75,42,30238.076,30240.823
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,71,29,30252.362,30255.843
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,79,36,30316.121,30321.555
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,65,40,30784.757,30788.237
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,73,25,30872.641,30877.892
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,71,33,31287.6,31293.645
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,78,35,31800.823,31803.57
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,80,35,31861.834,31866.23
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,75,36,31869.833,31874.656
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,83,29,31885.158,31889.432
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,79,32,31898.163,31904.268
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,73,33,31920.421,31924.634
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,77,28,31941.983,31946.195
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,68,28,31952.607,31956.575
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,73,37,31993.862,31997.159
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,78,37,32014.987,32018.773
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,81,38,32028.786,32032.083
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,68,30,32056.732,32060.884
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,76,38,32084.084,32087.748
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,87,35,32112.729,32116.453
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,92,38,32149.091,32152.51
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,81,34,32185.158,32188.943
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,75,28,32216.636,32220.421
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,68,27,32228.786,32232.937
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,72,29,32259.175,32262.533
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,68,30,32274.866,32279.201
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,67,32,32336.549,32340.823
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,86,61,33463.666,33464.887
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,67,35,34157.526,34159.418
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,81,37,40407.809,40412.083
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,64,32,40887.207,40890.993
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,89,78,45062.166,45074.987
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,40Hz,67,50,45139.627,45141.154
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,91,78,45468.062,45476.06
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,93,75,45659.907,45675.781
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,A NE Pacific,91,75,45789.527,45802.715
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,55,32,54485.646,54488.393
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,71,27,56482.14,56486.78
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,69,35,56490.077,56494.107
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,67,36,56511.324,56515.354
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,78,52,56523.046,56526.404
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,70,31,56531.777,56535.624
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,63,31,56744.119,56747.905
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,61,30,56780.823,56785.891
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,60,26,56790.409,56795.415
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,65,26,57480.7,57485.646
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,59,41,57496.392,57500.971
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,66,30,58628.001,58631.909
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,73,26,60149.284,60155.383
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,84,36,60164.248,60170.997
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,82,30,60172.705,60178.642
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,96,32,60179.943,60186.936
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,78,32,60188.319,60194.337
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,81,38,60195.958,60202.545
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,60,35,60205.229,60209.213
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,62,32,60276.766,60281.889
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,68,27,60285.549,60290.591
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,72,30,60293.925,60298.316
L:\Sonobuoy_faster-rCNN\labeled_data\wav\HARP\SOCAL34N_sitN_090722_200000.x.wav,D,72,39,60302.545,60306.367
