audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,25,17,2681.918,2683.165
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,20Hz,25,15,2683.061,2684.378
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-161316.wav,B NE Pacific,48,39,2747.691,2756.457
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,26,19,266.998,267.864
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,15,268.107,269.423
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,B NE Pacific,47,39,281.779,291.342
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,28,17,343.187,344.226
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,25,16,344.33,346.34
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,24,16,380.879,381.745
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,23,16,382.022,382.992
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,B NE Pacific,47,36,398.245,408.674
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,16,460.012,460.844
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,17,500.015,501.025
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,28,16,579.172,580.891
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,24,16,806.982,808.061
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,16,845.433,846.612
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,16,883.478,884.86
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,17,960.722,961.767
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,28,15,1037.858,1039.071
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,25,17,1076.005,1077.151
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,15,1114.995,1116.342
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,16,1154.26,1155.372
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,16,1193.478,1194.725
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,16,1312.373,1313.485
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,28,16,1350.015,1351.16
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,28,17,1389.846,1390.924
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1511OC_CO_SB12_151101-170000.wav,20Hz,27,16,1435.871,1436.982
