audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,33,20,637.488,638.601
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,31,20,639.193,640.063
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,34,20,648.066,649.075
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,33,22,649.868,650.529
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150122-232930.wav,20Hz,29,17,222.247,223.558
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-161116.wav,20Hz,29,16,505.61,506.964
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150125-180039.wav,20Hz,33,17,305.795,307.115
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,34,18,629.137,630.285
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,33,20,637.488,638.601
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CO20150131-014253.wav,20Hz,34,20,648.066,649.075
