audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,53,35,367.734,369.32
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,59,34,371.273,372.615
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,49,24,380.485,382.437
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,55,31,384.679,386.509
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,58,34,389.864,391.451
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,48,22,397.978,400.113
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,65,28,401.151,402.737
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,50,28,403.835,406.153
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,46,27,407.373,409.142
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,46,27,407.373,409.142
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,20Hz,30,21,376.382,378.334
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,20Hz,30,21,376.382,378.334
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,65,47,474.435,476.021
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,45,29,502.666,504.435
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,45,29,502.666,504.435
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB14-060714-015000.wav,40Hz,47,23,515.599,518.039
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-174000.wav,D,62,35,254.125,259.798
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-174000.wav,D,64,28,355.655,359.559
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-174000.wav,D,58,34,438.273,441.568
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-174000.wav,D,63,34,512.122,516.087
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-175000.wav,D,62,39,85.106,87.973
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-175000.wav,D,62,39,85.106,87.973
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-175000.wav,D,65,46,310.586,313.088
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-175000.wav,D,61,36,450.413,453.281
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-175000.wav,D,64,45,507.363,510.596
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-180000.wav,D,45,18,37.368,40.846
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-180000.wav,D,65,32,79.386,83.047
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-180000.wav,D,44,24,117.119,119.376
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-180000.wav,D,63,35,549.747,553.469
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-182000.wav,D,72,31,26.204,31.512
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-184000.wav,D,52,22,135.345,138.761
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-184000.wav,D,64,34,143.459,146.753
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-184000.wav,D,63,34,149.376,151.634
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-184000.wav,D,69,31,436.626,440.53
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-184000.wav,D,69,28,459.564,463.347
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-184000.wav,D,76,36,507.119,510.962
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-185000.wav,D,67,37,242.045,245.218
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-190000.wav,D,76,26,225.345,232.666
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-190000.wav,D,76,39,235.228,238.888
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-190000.wav,D,77,43,240.474,243.525
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,73,32,6.926,11.135
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,68,44,24.008,27.18
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,58,21,197.602,201.751
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,66,24,201.873,206.082
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,73,41,207.424,211.451
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,63,21,300.84,304.257
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,62,28,361.939,364.623
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,66,46,368.039,369.93
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,61,27,449.071,450.901
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,64,42,477.363,479.62
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC0607-SB18-060715-191000.wav,D,78,53,536.57,538.888
