audio_file,annotation,high_f,low_f,start_time,end_time
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,87,74,172.972,186.356
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,15,221.184,238.664
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,59,14,360.183,377.663
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,85,74,432.521,449.572
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,15,480.306,497.357
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,86,73,611.482,628.289
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,59,16,660.0,676.44
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,89,72,735.087,752.2
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,16,782.681,798.754
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,87,74,855.149,872.139
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,60,16,901.772,919.068
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,87,74,973.56,990.122
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,87,73,1096.677,1111.711
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,86,72,1204.881,1221.688
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,57,15,1254.438,1269.045
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,86,72,1345.661,1360.329
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,16,1393.315,1409.144
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,89,71,1770.856,1784.668
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,57,15,1815.393,1831.406
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,87,74,1967.288,1981.283
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,12,2013.292,2030.099
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,15,2136.348,2151.933
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,85,75,2213.705,2228.251
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,60,16,2260.993,2277.739
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB03_190712-210000.wav,D,78,33,2593.751,2595.279
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB05_190713-180000.wav,B NE Pacific,58,17,862.238,873.117
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB05_190713-180000.wav,B NE Pacific,59,30,1326.531,1339.671
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB05_190713-180000.wav,B NE Pacific,47,16,1846.004,1858.717
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB05_190713-180000.wav,B NE Pacific,56,31,1974.133,1987.762
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB05_190713-190000.wav,B NE Pacific,48,15,2205.515,2221.589
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB05_190713-200000.wav,B NE Pacific,48,15,71.176,86.333
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB05_190713-200000.wav,B NE Pacific,48,16,415.294,432.101
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB05_190713-200000.wav,B NE Pacific,58,32,807.128,818.495
L:\Sonobuoy_faster-rCNN\labeled_data\wav\CalCOFI-Sonobuoy\CC1907BH_DF_SB07_190714-000000.wav,B NE Pacific,57,16,1235.745,1252.002
